p1Name,p1Tag,p1Lane,p1KDA,p1KP,p1GPM,p1Vision,p1WinRate,p2Name,p2Tag,p2Lane,p2KDA,p2KP,p2GPM,p2Vision,p2WinRate,totalWinRate
쑹 징,KR1,4,5.26,59.46,369.56,1.39,53.12,창남하진,KR1,3,5.36,46.13,343.13,1.10,59.26,50.00
쑹 징,KR1,4,5.26,59.46,369.56,1.39,53.12,네건의 방망이,루 실,1,2.04,51.17,367.88,0.89,50.66,50.00
해병공수 254차,KR1,3,4.49,43.88,379.02,0.68,63.51,솔의눈,학살자,1,2.62,47.60,362.53,0.78,25.00,70.83
뭐해 빠보야,뭐해빠보야,2,5.75,49.22,347.73,1.18,56.41,민수반수성공기원,KR1,3,2.22,44.63,403.06,0.75,49.37,64.29
무 룡,313,1,3.71,41.44,336.42,0.87,54.14,요구르트보이,0305,2,3.99,53.36,402.40,0.93,0.00,58.33
갓또냐,KR1,2,2.72,42.43,368.28,0.63,32.56,즌쯔흐즈믈르그,KR1,0,5.26,52.80,276.27,2.36,61.90,56.67
서형형섭,서형섭섭,2,4.06,49.59,426.77,0.62,66.67,후추후추,소금소금,1,4.38,57.10,371.27,1.09,47.62,58.33
프링프링해,KR1,4,5.11,51.00,396.79,0.75,56.52,클릭은할줄암,KR1,1,3.55,48.44,348.33,1.16,52.96,57.14
소스없는탕수육,KR1,1,2.75,49.55,408.10,0.42,55.17,메이바흐,KR2,3,2.49,34.50,353.24,0.52,49.02,64.29
소스없는탕수육,KR1,1,2.75,49.55,408.10,0.42,55.17,6급양대운전병,KR1,4,3.03,48.25,384.65,1.15,50.98,30.77
떵토끼,KR1,2,3.83,45.87,421.11,0.93,57.50,잔망 규민,1652,3,3.00,43.71,397.13,0.45,60.00,50.00
꿀 통,honey,3,2.92,43.79,328.93,1.23,53.23,진밖에못하는사람,KR1,0,7.87,59.20,360.52,1.54,0.00,46.15
조은넉낌,KR1,0,3.84,44.25,322.09,1.31,49.05,넌모찌나간댜,KR1,0,3.69,45.60,284.88,2.26,49.55,46.15
투띠원,KR1,3,1.78,34.75,356.45,0.58,54.17,맨날혼자먹음,KR1,4,3.75,45.00,370.79,0.83,57.25,58.33
탑에 몸이 베인,KR1,1,2.44,48.56,381.83,0.97,42.86,카서스못하는사람,본 계,2,4.85,54.46,350.97,1.41,47.14,33.33
Sacriyan,KR1,0,3.86,59.62,304.58,2.03,45.83,내가지면정글차,KR1,3,3.08,40.36,353.14,1.17,53.14,44.44
우솝코,KR1,3,3.60,43.00,422.20,0.65,51.43,북 괴,AK47,0,3.07,45.88,328.79,1.26,48.39,71.43
솔방울,KR7,1,4.08,46.82,423.08,0.97,53.49,멜 얍,5404,0,3.78,47.83,321.30,1.52,52.94,65.00
3월29,KR1,3,3.10,46.18,414.98,0.59,60.00,31번환자,KR1,2,2.63,46.62,386.73,0.63,46.88,60.00
JustLikeThatKR,AAA,4,4.94,48.95,405.96,0.61,50.00,분수파티,KR1,4,3.12,46.65,353.50,0.96,0.00,60.00
조용준,KR1,1,3.70,42.50,352.94,1.01,80.00,감비아,KOR,3,2.30,42.36,336.78,0.88,53.57,52.94
앙팡웅,KR0,0,3.39,57.77,340.15,1.81,55.51,단단한아이,KR1,2,2.46,45.57,378.96,0.96,53.92,46.15
또 난 이 세계를,KR1,4,3.35,40.91,330.06,1.03,34.62,그브하면그브나감,KR1,3,2.94,40.81,383.63,0.65,50.00,64.29
괜안찮지,KRR,0,3.89,53.14,317.52,1.39,54.55,제육볶음,김치찌개,1,4.79,54.64,398.85,1.28,55.84,66.67
뭉 수,011,2,2.50,46.15,359.56,0.92,50.69,페미가 어때서,KR1,4,4.22,49.25,421.44,0.69,51.85,72.73
뭉탱핑,1107,4,4.24,51.04,443.79,1.00,50.46,꽃 짐,준 형,1,4.13,45.47,366.22,1.05,51.58,54.17
반항금지,KR1,3,3.04,38.00,367.08,1.09,47.22,용구라미,용구라미,1,2.82,48.00,375.81,1.08,51.43,47.62
Rockin,KR1,0,4.58,52.23,316.95,1.69,43.53,피즈 판수 장인,KR1,3,2.55,46.00,387.97,1.19,47.41,38.46
영재동명,ms영재,2,3.54,51.00,501.33,0.37,0.00,da CaPo,처음으로,4,5.77,49.06,312.00,0.97,0.00,70.00
IlIIlllIIIllIIIl,0000,2,6.29,64.12,383.04,1.34,59.87,루이비봉,봉날드덕,4,4.78,49.21,385.78,1.10,44.44,70.59
인내심많은우리탑,KR1,3,4.65,36.12,393.19,0.60,41.86,Vrit,KR1,1,4.22,43.00,371.90,0.49,47.59,72.73
윤성이 롤체일기,KR1,2,2.88,44.06,356.28,0.76,51.48,밴지잉,KR1,1,2.99,48.19,444.23,0.95,65.38,60.00
요봉이1,KR1,1,4.51,52.62,395.85,0.78,39.44,98st,KR1,0,3.40,50.32,354.29,1.44,43.21,57.14
요봉이1,KR1,1,4.51,52.62,395.85,0.78,39.44,미누캉,KR1,1,2.15,47.64,374.36,0.59,49.69,50.00
ジンメ,7166,1,3.43,52.14,411.48,0.73,76.47,우주먼지,우주속,2,3.60,41.43,314.06,1.39,53.12,50.00
setting1,KR2,0,2.11,43.19,302.32,1.27,62.03,택배기사 최현진,0917,2,2.02,50.00,384.00,0.77,40.00,50.00
부 활,0865,0,4.87,52.71,374.72,1.34,57.89,임착한,KR1,1,5.17,39.90,411.27,0.59,52.38,83.33
부 활,0865,0,4.87,52.71,374.72,1.34,57.89,설리야,KR1,0,5.11,57.14,310.17,1.37,48.09,63.64
불주먹땃쥐,KR1,4,5.71,46.60,372.10,0.81,0.00,제석천,eoiwy,3,5.01,43.00,329.39,0.48,64.29,70.00
여탕안에 카메라,김성환,4,4.58,54.45,435.63,0.69,54.00,mnmnmmnmnnmmnmmn,mnmnn,2,3.09,40.63,387.75,0.79,48.48,41.67
안참는계정,중국인,4,4.54,53.39,372.37,0.98,56.00,신경써주세요,KR1,2,3.12,41.77,383.42,0.70,52.80,60.00
동해초입니다,KR1,3,4.78,44.83,363.53,0.98,20.00,고땅우양,KR1,1,2.78,45.00,414.43,1.03,0.00,50.00
낙타와낙타몰이꾼,KR1,3,3.35,45.56,370.81,1.05,0.00,편영길,KR1,2,2.68,41.00,335.33,1.11,64.29,58.33
EV3,OWNER,2,3.94,52.00,426.41,0.72,56.60,화나면던지는여자,KR1,3,2.54,35.13,346.59,0.40,54.95,62.50
no81194,KR1,1,4.31,52.80,429.87,0.70,0.00,스페드구스,KR1,0,4.40,58.50,283.89,1.67,0.00,63.33
건 주 임,서교공,4,3.38,48.10,379.22,1.00,31.82,mainof,kr,3,3.40,43.81,359.97,0.93,46.38,61.54
호날두,11211,2,4.24,55.33,409.55,0.79,50.00,이나리,텐코시부키,3,4.07,34.75,360.00,0.58,47.98,57.89
까만리무즨,KR1,0,6.51,54.80,377.03,1.44,0.00,어리고싶다,1130,0,2.39,38.55,317.35,1.58,59.00,73.33
S3네잎클로버,KR1,1,2.91,48.15,439.37,0.50,63.04,네코무시,KR1,4,4.85,51.64,396.46,0.73,62.26,64.29
S3네잎클로버,KR1,1,2.91,48.15,439.37,0.50,63.04,네꼬무시,KR1,3,2.30,42.48,375.99,0.80,51.14,58.33
그마 정글 장한결,123,1,4.74,51.88,397.22,0.85,38.89,쵸파의녹용,jcd,1,3.45,49.67,391.21,0.80,41.25,35.71
원숭이,japan,0,3.60,53.10,358.85,1.15,52.63,원숭이,king,0,4.93,52.00,290.68,2.07,45.45,60.00
억까하지마요,KR1,1,3.06,39.67,372.25,0.66,0.00,liiillllllliilll,KR1,4,3.10,57.90,412.51,1.11,50.53,50.00
せんぎょうしゅふ,0000,0,4.52,47.04,361.89,1.50,53.33,La Song,eee,4,2.75,44.29,392.98,0.46,57.81,44.44
도대체뭐어쩌자고,KR1,2,3.22,39.94,394.45,0.48,50.00,한남대학교,KR2,4,5.31,50.11,405.40,0.60,61.54,59.26
아니 외 않돼,KR1,0,3.27,57.00,309.23,2.84,0.00,열심히싸자,0411,1,3.12,48.68,389.94,0.54,54.17,61.90
mjolnir0,KR1,3,6.07,51.32,356.90,1.37,0.00,산들산들바람바람,KR1,3,4.34,44.61,379.83,0.77,76.74,75.00
왕반달,KR1,3,2.03,37.08,298.46,0.95,43.33,어쩌겠어요,KR1,4,5.37,54.50,427.97,0.74,55.91,64.29
라이따이범,KR1,1,2.76,52.62,435.39,0.96,0.00,동그래미꼬,끼얏호우,4,2.31,37.86,358.40,0.57,50.60,70.00
슬찬이,KR1,3,3.59,42.73,382.27,0.72,57.58,황태건,KR1,1,5.67,57.00,412.99,1.05,53.33,65.00
말만 잘 들으면 예뻐해줄게요,노예님,1,2.73,51.72,445.35,0.72,71.43,정상윤,정상윤,3,2.35,42.15,366.82,0.91,50.27,40.91
이상호 친추받아,1234,0,2.39,49.65,338.01,1.70,41.67,No1 Azir,KR1,1,2.43,51.30,352.81,0.93,51.97,47.83
이게 팀운이지,KR1,0,2.75,52.67,297.04,2.07,50.36,ukd123,KR1,4,2.77,46.21,363.68,0.92,46.08,45.83
이 희 선,검정고무신,0,3.97,51.79,350.86,1.48,37.50,역천괴,태무산,0,1.76,45.25,307.50,0.93,48.80,36.84
미움 받을 용기,KR97,4,4.67,51.50,464.31,0.75,100.00,Dancingtuna,KR1,2,5.79,45.43,380.64,1.03,100.00,73.68
세미온고수,KR1,1,4.54,46.28,425.61,0.57,50.14,핵침착,KR1,0,4.41,52.44,326.06,1.50,50.18,61.90
춘자입니다만,KR1,1,3.66,55.64,419.41,0.67,55.56,신멩이,KR1,0,5.12,53.57,285.80,2.60,45.45,45.00
춘자입니다만,KR1,1,3.66,55.64,419.41,0.67,55.56,신멩이에오,1008,0,4.92,52.86,262.49,2.05,53.85,90.00
뾰로퉁,KR2,1,3.86,52.95,359.08,1.06,46.67,주홍색펭귄,KR1,1,2.42,45.00,324.52,0.84,52.00,52.17
든든단단탄탄,KR12,2,4.37,44.71,403.89,0.91,48.39,τύραννος,kr01,3,3.23,41.17,350.46,1.04,51.20,61.11
김현우도환,KR1,3,2.26,45.05,337.77,1.02,58.90,신출귀몰 양기탁,KR1,2,4.61,45.25,338.26,0.94,54.72,45.45
노마나요,KR1,1,3.97,51.89,439.15,0.73,57.69,요것조것,KR1,0,4.59,53.67,252.91,2.01,51.44,44.44
태평리,KR1,0,4.65,52.44,282.72,2.35,50.00,Myeong Song,KR1,2,5.93,43.78,387.48,0.75,52.16,63.64
아귀자긔,KR1,1,4.53,57.00,421.66,0.79,0.00,이진종,대구1,2,3.01,43.14,315.81,1.18,48.62,60.00
ejklwhkl,KR1,2,3.63,50.82,402.97,0.89,69.23,발목잡지마라,4498,4,3.31,45.17,360.86,0.98,47.47,56.00
겨울 그녀와 만남,KR1,3,2.76,43.06,366.18,0.71,57.14,IQ148 JG,148,1,3.47,49.08,402.31,0.63,50.66,50.00
롤리팝,크 러 쉬,1,2.79,44.76,397.19,0.61,57.89,젠지롤드컵우승,우승기원,3,2.32,42.26,364.66,0.81,63.04,46.67
얄라리얄라리셩,KR1,1,3.06,43.69,368.57,0.83,52.55,주종민,KR1,2,3.17,53.18,429.53,0.84,46.43,53.85
승자위에 상덕,KR1,0,4.34,52.00,312.08,1.77,55.21,불편하면박음,KR1,1,5.13,49.75,416.32,0.52,47.83,46.67
끌어줄께기달려,KR1,3,3.03,40.87,350.49,0.81,69.39,굳건이뺑소니범,KR1,0,1.87,42.70,329.46,1.11,51.30,50.00
너무 원망하지마,KR1,2,3.33,53.52,401.09,0.93,53.40,빡 통,KR1,3,2.39,45.23,400.45,0.64,40.43,47.37
드러와 자기야,KR1,2,4.07,47.96,384.26,0.93,57.14,민이는 300원,KR1,1,4.46,45.07,380.50,0.73,50.72,55.56
반달산지리곰,KR1,2,1.76,44.00,365.01,0.95,46.43,SKT T1 ZEROS,KR1,3,3.19,46.00,385.61,0.61,49.48,66.67
새 마음 새 뜻,k r 1,4,4.97,45.12,395.79,0.93,54.55,업고튀어,kr12,1,4.04,45.21,388.18,0.63,53.31,53.33
헤카림좀주세요,KR1,0,4.21,49.74,327.86,1.65,54.24,탕수육다이어트중,KR2,1,4.37,40.78,398.19,0.82,54.20,65.00
자비롭지못한자,kr3,2,2.39,53.58,373.63,0.80,47.83,Stolichnaya,KR1,0,6.00,55.00,346.41,1.81,49.15,46.15
냥냥펀치,츄 르,1,3.20,52.53,435.67,0.80,0.00,스스로일어나기,KR1,0,6.99,60.80,307.50,2.17,40.00,52.38
끼리훈,KR1,2,2.53,42.00,378.11,0.99,52.38,쪼쪼형,KR1,4,3.11,47.82,351.50,1.36,43.33,50.00
404,사상점,1,4.43,57.15,438.65,0.54,37.21,버디짐,KR12,3,2.85,37.50,386.44,0.68,45.45,48.28
CTCK,KR1,2,2.92,49.45,360.80,0.94,50.50,원조취취발,KR1,4,3.50,51.17,359.64,0.92,53.77,41.18
05정글프로지망생,KR1,4,6.90,51.13,392.52,1.19,54.46,설 윤,1060,2,4.82,47.25,413.17,0.77,42.00,65.52
일사천리,KR1,1,3.60,58.39,476.92,0.70,0.00,육식공쥬,세렝게티,0,9.18,56.60,274.94,1.94,45.54,70.59
하눌리,KR1,2,4.00,47.25,386.13,0.85,51.92,나상피리,6084,3,2.45,44.20,390.91,0.61,0.00,45.00
연이루,KR1,1,3.12,55.10,359.76,1.11,48.06,보건교사정글러,kr2,4,4.07,56.92,332.47,1.63,52.23,50.00
롱타임노씨,KOR,1,3.69,52.33,401.31,0.72,53.70,배형만님,KR1,2,3.29,37.50,400.15,0.56,42.61,90.91
Ann bernice,KR1,3,4.57,52.31,432.29,1.07,76.92,죠르노 조바나,KR1,4,4.56,50.42,370.27,1.05,47.00,76.47
Ann bernice,KR1,3,4.57,52.31,432.29,1.07,76.92,앤 버니스,KR1,3,4.78,54.10,383.90,0.96,53.97,60.00
좋아요좋지요,KR1,3,5.53,50.35,478.47,0.65,83.78,adfadffad,KR1,4,2.87,42.71,379.01,1.32,70.59,90.00
Top and LoL,KR1,2,3.13,40.10,346.68,0.78,50.00,혜 림,KR2,3,5.46,46.56,391.46,0.68,53.02,47.62
미 호,아리함,1,4.37,47.12,402.78,0.95,51.36,Dopa,허거덩,0,4.46,52.19,342.61,1.71,28.57,50.00
홍도산,KR0,3,3.86,52.90,380.48,1.11,0.00,홍프로,KW1,1,5.88,51.25,390.09,0.72,29.41,58.62
흥 청 망 청,멍청2,0,3.95,62.00,315.26,2.15,60.00,실눈개구리,KR1,4,4.01,52.00,367.79,0.90,48.00,47.83
dongae,KR1,1,2.81,48.25,415.30,0.52,54.36,돈개벌,KR1,3,3.66,43.56,410.66,0.74,47.83,58.62
도련님거기는찢지말아주세요,0518,3,4.90,45.44,467.84,0.70,56.74,노무현,권양숙여님,4,7.45,52.68,424.97,0.83,63.39,84.62
KORA,bruh2,3,3.65,42.86,422.91,0.35,77.78,갱오면 핥아요,KR1,2,2.72,45.13,381.43,0.79,56.10,58.33
아기왕모,KR1,1,3.10,42.58,413.10,0.70,48.48,일품 르블랑,KR1,2,3.74,43.50,321.70,1.09,71.43,46.15
항규선,kr2,1,3.35,47.20,401.68,1.12,51.22,정언우,0715,3,2.82,36.41,430.82,0.59,53.76,70.59
김성빈병장,KR1,1,3.46,51.46,396.30,0.67,51.85,모하메드 살라,kop,0,2.70,47.07,342.56,1.55,49.75,56.67
전생했더니슬라임이였던건에관하여,KR1,1,3.96,53.55,398.59,0.90,49.41,가부장맨,KR1,3,2.42,40.35,356.19,0.82,51.85,71.43
호롤롤롤케잌,KR1,0,3.94,47.87,294.18,2.12,55.56,동욱쿤,KR1,3,2.86,45.08,349.12,0.87,51.16,50.00
1의 마자영,KR1,0,4.37,51.86,306.90,2.25,37.04,너보다무조건잘함,KR1,1,4.48,55.90,355.30,1.28,49.52,64.29
유가미야,KR1,1,3.61,53.30,433.07,0.70,63.72,엉금엉금,기어서가자,4,4.29,42.06,391.55,0.69,57.32,63.33
쿨쿨띠,푸데푸데,0,7.98,49.33,268.15,1.91,0.00,딜 러,YUURI,1,4.48,60.62,455.40,0.88,51.76,68.97
베인잡으면이김,KR1,1,4.67,54.67,470.47,0.83,71.43,바 다,물꼬기,0,6.23,57.33,266.23,2.32,55.29,72.73
아이엠때죽,꼽 노,4,7.32,58.50,443.41,0.98,0.00,르 네 0,KR1,0,3.97,53.40,244.55,2.49,46.03,67.86
팍고수,KR1,0,3.47,56.73,301.18,2.11,52.63,요리꾸,KR2,3,3.84,30.17,341.20,0.50,49.06,64.29
팍고수,KR1,0,3.47,56.73,301.18,2.11,52.63,나믿고해보자,KR1,2,2.39,40.18,363.93,0.80,49.78,54.55
돌아온 김춘배,KR1,4,3.80,50.89,347.77,1.08,47.30,재구리구리,KR1,1,4.60,48.43,340.77,1.56,53.55,45.45
꿀꿀꿀s,KR1,0,4.20,54.92,332.12,1.35,0.00,Shidaoxian,KR123,1,3.35,49.94,344.63,1.10,55.73,71.43
oro,JAE,1,4.32,44.47,321.05,1.31,54.12,Radiohead,clid5,4,2.23,49.88,391.45,0.68,51.25,27.27
탑만우구장창,KR1,3,2.23,39.55,351.94,0.79,67.39,목승채,KR1,4,4.04,56.00,366.53,1.27,81.25,36.36
M자탈모최재현,KR1,0,3.02,50.92,319.85,1.82,51.67,너 때문이야,0624,1,3.05,41.08,373.08,0.83,48.31,47.37
지면내탓이요,KR1,4,4.63,45.38,422.16,0.88,43.75,하이디라오,kr97,3,2.61,28.24,399.19,0.47,52.85,84.21
최애의 밍구,KR1,0,4.44,47.57,334.69,1.46,48.39,하찬민,하찬민,4,6.44,53.50,390.36,0.91,52.00,52.63
우당탕탕 이희영,KR1,0,4.26,61.40,283.99,2.28,14.29,뚠뚠냠,야미이,1,4.15,59.50,491.68,0.79,71.21,52.94
우당탕탕 이희영,KR1,0,4.26,61.40,283.99,2.28,14.29,내가커야이겨요,KR1,1,4.82,50.08,403.48,1.01,60.00,72.73
후시구로 메구미,5555,2,4.31,47.00,339.15,0.84,49.21,잭 요,gyo,3,6.27,43.56,369.64,0.76,50.00,58.33
채팅치면미드달림,KR408,3,3.02,41.47,372.95,0.60,50.00,역천개,0301,1,4.01,45.23,408.65,0.62,57.38,54.55
sk뉴스쿨,KR1,1,3.46,48.14,372.76,0.92,55.56,숙대역 커물장,KR1,1,2.91,48.91,365.87,1.32,51.12,58.33
수 달,조개1,4,3.27,44.27,377.84,0.69,44.74,저는이게임을해봤어요얼음가만히있,어요다죽어,2,3.43,44.71,386.96,0.92,57.33,50.00
진인윤,진인윤,3,3.91,37.00,349.34,0.67,44.23,푸른악마크리스탈,KR1,1,2.42,41.40,402.10,0.58,51.79,63.64
고양이집사할래,우지니,1,3.97,48.56,376.91,0.84,50.00,서연이엉덩이찰싹,0804,3,2.72,37.12,379.27,0.37,58.82,50.00
ws4824,KR1,1,4.81,48.33,388.55,0.95,61.62,미사일연속발사시스템,0805,0,6.02,48.00,285.53,2.55,57.14,40.00
GaGoSu,KR1,0,3.10,57.53,302.66,1.69,52.72,Red,KR165,1,3.31,52.92,395.08,1.11,47.21,36.84
김성용,KR2,3,3.74,36.70,393.93,0.52,0.00,푸딩탱탱이,T 1,4,4.11,47.80,345.21,1.34,42.22,50.00
김성용,KR2,3,3.74,36.70,393.93,0.52,0.00,물만두,2002,4,5.23,56.00,403.65,0.88,56.20,66.67
강해린,KHR1,0,6.31,45.75,300.59,1.77,52.69,오현서,민간인,1,3.76,42.50,412.55,0.84,55.56,57.14
건빵봉지,KR1,1,4.88,41.45,372.68,0.73,65.52,결국 진 게임,KR1,0,4.51,55.73,278.52,1.84,48.28,50.00
14076209del,KR1,3,3.88,54.08,420.84,0.77,59.38,뱃살몬,KR0,1,2.73,39.50,353.72,0.67,57.14,64.29
14076209del,KR1,3,3.88,54.08,420.84,0.77,59.38,징크스,KR 1,3,2.45,45.32,374.40,0.91,49.28,75.00
새벽을 비추는 별,KR1,2,3.16,51.75,408.51,0.89,0.00,달 리,냐 옹,4,6.38,44.88,391.43,0.91,71.43,66.67
왕고수,KR1,4,3.63,51.33,383.83,0.89,40.74,고라파,KR1,0,5.02,58.50,285.09,2.57,50.00,46.67
Jantto,9997,4,4.13,43.21,381.94,0.79,48.59,절망 그리고 공포,KR1,3,2.28,41.40,377.51,0.57,48.18,27.27
생각한대로,4794,3,4.16,35.25,395.36,0.60,66.67,고아원협곡분원,8732,2,3.27,37.83,341.50,0.63,45.65,41.67
손여울,Son00,1,3.80,46.95,408.93,0.75,47.25,뇌진탕 유발자,KR1,3,3.21,45.88,415.99,0.83,37.35,70.59
CGV 플로어마감,KR1,0,2.93,51.95,326.55,1.83,51.22,여름아 빨리가,KR1,2,3.40,45.13,381.63,0.84,50.00,50.00
너이새킹일루왕,KR1,1,3.22,45.00,325.62,1.22,0.00,암덩으뤼,KR1,0,2.73,43.75,358.77,0.79,49.11,45.45
젠장 석열 이 계엄은 대체뭐냐,내란수괴,1,3.88,51.00,358.79,1.53,73.91,샤이닝핑거,건담로봇,3,3.64,36.00,328.78,1.12,57.52,33.33
T1 0ner,2001,4,3.49,57.00,436.29,0.69,0.00,우니서운해,KR1,4,3.56,47.00,359.68,0.96,0.00,58.33
롤체 조꼬수 햄찌,KR1,0,5.39,49.33,267.09,1.73,0.00,cute,0229,2,6.84,45.40,373.24,0.87,40.80,57.14
깨우면 릴리아한테 혼나,Rilli,2,2.68,41.73,350.60,1.02,60.00,신짱아,8143,3,3.27,43.00,392.77,0.56,48.31,36.36
엘빈 스미스,신조사사게,3,3.90,50.27,425.67,0.69,0.00,우즈마키 김철수,나뭇잎마을,3,3.52,42.50,317.84,0.69,53.23,80.00
엘빈 스미스,신조사사게,3,3.90,50.27,425.67,0.69,0.00,Pird,000,2,3.62,43.93,373.21,0.72,62.96,71.43
띠띠딩,KR1,3,3.22,52.86,396.77,0.69,51.49,지하철노약자패는담당일진은가누,123,4,4.32,53.33,352.56,1.06,45.83,63.16
듀 오,암덩어리,4,7.79,56.14,449.73,0.83,61.73,뿌뿌의 이중생활,kr2,0,3.23,55.75,308.61,1.86,50.42,70.59
티라미수 마티니,KR1,3,3.78,39.07,368.86,0.59,36.36,몰랑말랭,KR1,2,2.25,39.36,353.97,0.93,28.57,66.67
AKIRA,28호,3,2.43,44.00,328.30,0.80,56.82,2630005513053792,KR1,2,4.42,52.64,388.02,1.20,43.26,43.75
XXXDXXX,KR1,1,3.00,48.04,412.51,0.71,42.35,치유감소효과,KR1,0,3.56,46.00,303.76,1.42,44.83,63.16
서울에 가서,KR1,3,2.84,47.43,426.89,0.74,50.00,Oji,123,4,4.24,48.50,382.77,0.91,0.00,68.18
궁극기 발사준비,kr2,1,2.41,54.58,418.86,0.87,0.00,어촌식당,오상민,1,3.14,45.88,348.58,0.89,53.21,68.75
재능이없다재능이,KR1,2,4.15,45.47,340.97,0.81,40.00,SSALMONKEY,조정민,3,2.81,40.22,370.19,0.72,52.56,43.75
앗아라라,1111,0,5.42,50.48,351.93,1.30,52.42,서래갈매기,KR1,4,4.84,55.11,422.95,0.81,55.38,78.57
뽀 섹,KR1,4,6.24,41.75,402.52,0.57,61.82,동탄미시참교육,동미참,3,3.64,32.11,381.10,0.69,57.19,76.92
lurch,KR1,4,4.85,48.82,385.51,1.14,51.61,지호센빠이,KR1,1,2.35,38.69,357.25,0.91,46.51,62.96
라이푸,KR3,2,3.98,47.24,389.38,0.92,48.09,길동이,길동이,4,4.49,50.14,341.23,1.04,50.00,64.71
dumplingsmandu,KR1,2,4.75,48.12,387.26,0.82,0.00,상처에 알보칠,KR1,4,3.75,59.00,389.50,0.51,56.86,55.56
심신미안,KR1,1,2.44,54.25,504.70,0.43,22.22,씨씨개씨,KR1,0,3.24,54.40,281.11,2.25,57.14,35.29
갱플랭크 쓰레쉬 노틸,현근의개,0,3.80,48.83,354.88,1.38,55.56,현근 송,KR1,1,3.98,46.85,381.63,0.92,42.86,61.11
Greenday,RK1,4,3.51,53.47,420.64,0.73,72.73,타기쉬운탁이버스,002,3,2.74,36.43,415.93,0.62,53.28,61.54
VANAA,KR1,2,2.77,50.40,393.85,0.99,53.69,클레드,KR131,3,1.93,41.89,379.61,0.69,48.43,42.86
commony,KR1,3,4.05,48.08,395.72,0.69,54.55,강고등어,0809,4,5.44,57.64,365.81,1.20,44.74,70.59
젤리먹게나와,KR1,2,5.35,56.22,378.83,0.76,52.32,왕만두조아,KR1,2,3.51,48.90,383.27,0.88,35.71,52.94
뽀 또,로뽀겐,4,3.74,53.53,378.11,0.91,48.28,서알쓰,KR1,1,2.80,47.00,375.24,0.90,52.46,10.00
개  정  팔,Q ω Q,0,4.50,59.25,261.14,2.38,36.36,바텀못하면바로던진다,kr2,2,2.29,47.06,371.90,1.32,46.32,41.67
JustLikeThatKR,KR282,2,4.23,54.32,364.18,0.78,40.00,어렵다 롤,0118,4,4.82,49.69,381.57,0.76,0.00,58.62
나는 보성,BOSSS,0,3.60,58.00,258.34,1.61,51.46,나꼴려쓰 춘식,JR AD,1,5.30,61.71,414.07,1.34,60.56,60.00
하 잉,Hello,3,3.75,43.92,363.56,1.26,48.39,우주류레이크,KR1,4,3.38,39.06,357.20,0.59,47.54,54.55
프라이데이지,KR1,0,5.02,52.29,277.39,1.97,60.00,건강행복숲공원,1999,1,3.91,46.70,408.83,0.80,49.53,61.11
l WINTER l,KR1,4,4.97,57.17,397.72,1.05,48.72,장지환팬티도둑,괴불쥐,2,3.03,43.82,350.91,0.93,45.11,50.00
l WINTER l,KR1,4,4.97,57.17,397.72,1.05,48.72,빅더아빠스몰더,1111,1,4.26,46.38,426.65,0.89,52.21,40.00
전리품주세요,KR1,3,3.62,45.72,413.99,1.04,49.38,아 리,마법사,2,4.40,44.92,362.77,0.96,51.92,50.00
HazeLove,Haze,1,3.24,44.00,387.60,0.80,45.45,UnstoppabIe,KR1,0,5.19,46.60,256.46,1.99,52.00,78.57
HazeLove,Haze,1,3.24,44.00,387.60,0.80,45.45,Artemis,KR1,1,3.88,45.76,381.22,0.84,49.12,40.00
상처투성,KR1,0,3.31,48.50,331.76,1.47,55.56,KKD,KR1,1,3.84,44.50,360.16,1.33,72.73,62.50
김낙춘,KR1,0,2.76,50.11,331.13,1.56,59.52,도 뀌,KR1,1,3.09,38.00,467.31,0.43,49.00,45.45
김낙춘,KR1,0,2.76,50.11,331.13,1.56,59.52,박살내자,KR1,4,5.68,49.08,396.05,0.75,60.00,36.36
Nova Wy,KR1,0,5.62,51.38,288.48,2.26,60.00,괴물쥐,작민이,1,5.06,48.40,385.26,1.24,53.31,50.00
통카스,KR1,2,4.17,46.67,369.81,1.06,48.72,야마자키 현수,역안의재능,1,2.98,43.30,421.44,0.47,49.45,45.00
뉴비니까살살해줘,KR1,3,2.29,40.35,360.69,0.59,55.00,rkd맛멍,KR1,0,3.21,52.42,271.99,2.32,48.13,45.45
쥬지가딱딱행,야스신,2,2.90,46.90,405.22,0.90,0.00,음파맞으면들감,KR1,4,4.14,47.77,365.39,0.97,47.41,72.73
뒷산타잔,KR1,1,4.52,54.53,465.84,0.70,50.00,낑 챠,KR1,0,6.58,56.80,263.57,2.19,49.82,84.21
mute my team,KR1,1,3.18,49.86,399.22,0.85,45.16,주봉기,KOR1,0,2.30,49.75,339.24,1.42,49.72,60.00
휘릭휘릭픽,홀롤롤로,1,3.03,51.14,385.97,0.86,40.00,겸손하기,겸손하게,4,3.00,50.18,393.49,0.77,20.00,58.33
휘릭휘릭픽,홀롤롤로,1,3.03,51.14,385.97,0.86,40.00,King ears yo,KR1,3,2.60,32.42,341.12,0.44,55.42,50.00
600컵,KR1,1,4.50,47.00,384.78,1.41,41.67,동언짱짱맨,KR1,0,3.76,48.00,390.91,1.07,35.29,60.00
토가사키 시게히라,초인의 시,0,1.82,41.64,310.64,1.58,58.40,실버ad,KR1,1,3.44,53.69,421.45,0.63,47.83,47.06
